ansible/ansible	10147	9625	0.4818226639572841
ansible/ansible	12760	12758	0.494049991382467
ansible/ansible	9490	7287	0.4285495908856596
ansible/ansible	3025	3024	0.494049991382467
ansible/ansible	23739	23703	0.494049991382467
ansible/ansible	23233	23102	0.4818226639572841
ansible/ansible	20087	19049	0.4818226639572841
ansible/ansible	7838	7762	0.46957638420691433
ansible/ansible	6638	6595	0.4645598485000105
ansible/ansible	10174	10069	0.4645598485000105
ansible/ansible	12528	12140	0.4430821026180199
ansible/ansible	11127	11124	0.4557458168082981
ansible/ansible	15533	9490	0.3965646650806245
ansible/ansible	19263	18999	0.4372602231715937
ansible/ansible	20476	20059	0.494049991382467
ansible/ansible	24798	12760	0.3965646650806245
ansible/ansible	25791	24576	0.48178188346831213
ansible/ansible	6597	6595	0.4645598485000105
ansible/ansible	25698	21100	0.4645598485000105
ansible/ansible	20840	14583	0.4671885147338399
ansible/ansible	11259	11168	0.42278557935872785
ansible/ansible	20840	14583	0.4671885147338399
ansible/ansible	25039	21952	0.4372602231715937
ansible/ansible	15811	15796	0.4851834435365138
ansible/ansible	23367	19808	0.494049991382467
ansible/ansible	23029	22779	0.4372602231715937
ansible/ansible	11740	8396	0.3965646650806245
ansible/ansible	25039	21952	0.4372602231715937
ansible/ansible	15811	15796	0.4851834435365138
ansible/ansible	24789	24722	0.4557458168082981
ansible/ansible	15738	14300	0.4645598485000105
ansible/ansible	24804	24722	0.4581254881954752
ansible/ansible	24056	23936	0.4581254881954752
ansible/ansible	6967	6859	0.4818226639572841
ansible/ansible	2366	2282	0.4818226639572841
ansible/ansible	23662	22393	0.494049991382467
ansible/ansible	20190	18567	0.494049991382467
ansible/ansible	14924	14595	0.4372602231715937
ansible/ansible	11461	11459	0.4788694454334406
ansible/ansible	8242	7838	0.3965646650806245
ansible/ansible	6199	6138	0.494049991382467
ansible/ansible	8911	8396	0.4875791210898408
ansible/ansible	9825	7601	0.4645598485000105
ansible/ansible	10620	7762	0.3965646650806245
ansible/ansible	4502	4176	0.4645598485000105
ansible/ansible	7588	7530	0.4818226639572841
ansible/ansible	5287	4034	0.4818226639572841
ansible/ansible	2709	2702	0.4818226639572841
ansible/ansible	12704	12528	0.4557458168082981
ansible/ansible	11616	3024	0.3965646650806245
ansible/ansible	9386	7762	0.3965646650806245
ansible/ansible	13203	7838	0.3965646650806245
ansible/ansible	9366	8676	0.4581254881954752
ansible/ansible	5106	4938	0.494049991382467
ansible/ansible	12416	12405	0.494049991382467
ansible/ansible	10295	8382	0.4557458168082981
ansible/ansible	21926	21920	0.4818226639572841
ansible/ansible	8088	7408	0.4645598485000105
ansible/ansible	10311	7762	0.3965646650806245
ansible/ansible	5275	4176	0.4645598485000105
ansible/ansible	8845	8526	0.4818226639572841
ansible/ansible	24334	3024	0.3965646650806245
ansible/ansible	21546	20405	0.48178188346831213
ansible/ansible	15451	15196	0.47536147587199085
ansible/ansible	7997	7709	0.4818226639572841
ansible/ansible	8369	4034	0.4645598485000105
ansible/ansible	4799	4798	0.494049991382467
ansible/ansible	9505	7601	0.4645598485000105
ansible/ansible	14355	13283	0.494049991382467
ansible/ansible	4674	4669	0.494049991382467
ansible/ansible	7874	6873	0.494049991382467
ansible/ansible	5901	4176	0.4818226639572841
ansible/ansible	12764	9271	0.43089968624024494
ansible/ansible	24100	23467	0.4818226639572841
ansible/ansible	8093	8072	0.4818226639572841
ansible/ansible	7896	7530	0.4818226639572841
ansible/ansible	20124	19143	0.46957638420691433
ansible/ansible	9032	7639	0.46957638420691433
ansible/ansible	22383	22301	0.4645598485000105
ansible/ansible	23748	23732	0.46424463196873966
ansible/ansible	22325	21952	0.494049991382467
ansible/ansible	20943	12140	0.47350683441881397
ansible/ansible	7480	6931	0.4645598485000105
ansible/ansible	13622	13609	0.4499040023477711
ansible/ansible	8935	4929	0.4645598485000105
ansible/ansible	2662	2366	0.4818226639572841
ansible/ansible	20610	15608	0.494049991382467
ansible/ansible	6923	6599	0.494049991382467
ansible/ansible	10202	10201	0.4645598485000105
ansible/ansible	25375	23107	0.4818226639572841
ansible/ansible	19167	12760	0.3965646650806245
ansible/ansible	19228	19049	0.4818226639572841
ansible/ansible	8190	8175	0.4818226639572841
ansible/ansible	18634	18616	0.494049991382467
ansible/ansible	7943	6049	0.494049991382467
ansible/ansible	5287	4034	0.4818226639572841
ansible/ansible	22182	19448	0.4818226639572841
ansible/ansible	22620	22521	0.47536147587199085
ansible/ansible	10258	9565	0.4372602231715937
ansible/ansible	17551	16976	0.4645598485000105
ansible/ansible	15400	14583	0.48178188346831213
ansible/ansible	6164	5480	0.4818226639572841
